id,titleMain,titleSub,shortName,displayMode,edition,authorKeyBnf,authorKeyPnd,authorKeyVIAF,authorKeySUDOC,authorKeyWikidata,author,mtlAuId,publisher,musicBy,mtPbId,collection,licence,target,genre,sous-genre,ambiance,wikidata,numistralSource,urlNotNumistral,bnfSource,source,authorKeyBnf2,authorKeyPnd2,author2,publisher2,publisherFirstEdition,mtPbIdFed,print,thisEdition,premiere,premiereDate,written,premiereCity,premiereTheater,nb actes,nb scenes/acte,hasScenes,castListLang,castListIntro,roleDescSeparator,lang,comments,synthesis
389,Gedeon,"biblisches Heldendrama in 5 Akten. Aus der Zeit der Richter, von Aug. Schmidlin",,ntav,,,,,,Q26699162,August Schmidlin,91,"Société d'édition de la Basse-Alsace, L'Alsacien",,118,,,,biblical,,,,bpt6k9109763s,,,Numistral,,,,,,,1932,,,,,,,5,1:8 - 2:9 - 3:7 - 4:9 - 5:7,,de,Personen:,,ger,,
390,D'bluetig Füscht,E Schwank in 1 Akt von Camille Jost,jost-d-bluetig-fuscht,ntav,,,,,,Q96489174,Camille Jost,11,F. X. Le Roux,,3,,,,comedy,schwank,urbain,,bpt6k9109765m,,,Numistral,,,,,,,1927,,,,,,,1,26,,,Persone:,,,,
391,E natti Band,Gesamtspiel in 1 Akt für 7 kleinere und grössere Knaben,wagner-e-natti-band,ntav,,,,,,Q97034509,Emile Wagner,27,L. Jaggi-Reiss,,2,,,,,,,,bpt6k9109765m,,,Numistral,,,,,,,1939,,,,,,,1,,,,,,,,
392,Glüeck muess d'r Mensch han,Volksstueck in 3 Akte mit Müsik un Gsang,bastian-glueck-muess-dr-mensch-han,ntav,,,,,,Q13099282,Ferdinand Bastian,1,C. A. Vomhoff,,5,,,,,,urbaine,,bpt6k9109629d,,,Numistral,,,,,,,1925,,,,,,,3,1:11 - 2:16 - 3:12,,,Persone:,,,,
393,Les Martyrs de Strasbourg,"ou l'Alsace en 1870, drame historique et patriotique en 5 actes et 10 tableaux",,ntav,,,,,,,M. G. Champagne,97,A. Jollet,,119,,,,drame historique,,,,bpt6k91097505,,,Numistral,,,,,,,1874,,1872,20/02/1872,,Caen,Théâtre de Caen,10,1:7 - 2:7 - 3:9 - 4:7 - 5:8 - 6:6 - 7:4 - 8:4 - 9:3 - 10:1,,fr,Distribution de la pièce,,fre,,
394,L'Heure de l'Alsace,évocation dramatique en vers de Jules Princet,,ntav,,,,,,,Jules Princet,98,Édition de l'Horizon,M. A. J. Guntz,120,,,,drama,,urbaine,,bpt6k9109751k,,,Numistral,,,,,,,1919,,1919,05/01/1919,,Strasbourg,Théâtre municipal de Strasbourg,1,9,,fr,Distribution,,fre,,
395,Gheilt,Lustspiel in 1 Akt für Vereine und Schulen,wagner-gheilt,ntav,,,,,,Q97034509,Emile Wagner,27,L. Jaggi-Reiss,,2,,,,comedy,lustspiel,rurale,,bpt6k9109727x,,,Numistral,,,,,,,1939,,,,,,,1,8,,de,Personen:,,,,
396,A fatali Verwachslung,Lustspiel in 1 Akt von J. Kempf,kempf-a-fatali-verwachslung,ntav,,,,,,,J. Kempf,99,Salvator-Verlag,,13,,,,comedy,lustspiel,urbaine,,bpt6k91096213,,,Numistral,,,,,,,1924,,,,,,,1,12,,de,Personen:,,,,
397,D'r Gymnasler,Komischer Vortrag von Robert Golder,golder-dr-gymnasler,ntav,,,,,,,Robert Golder,100,F. X. Le Roux,,3,,,,comedy,,rurale,,bpt6k91096836,,,Numistral,,,,,,,1929,,,,,,,1,,,de,Personenbeschreibung.,,,,
398,S gelehnt Metier,Komedie in 3 Akt (nooch're-n-ältere-n-Idee) vum Camille Jost,jost-s-gelehnt-metier,ntav,,,,,,Q96489174,Camille Jost,11,F. X. Le Roux,,3,,,,comedy,,urbaine,,bpt6k91096658,,,Numistral,,,,,,,1927,,,,,,,3,1:8 - 2:6 - 3:12,,,Persone:,,,"même pièce que ""E lätzi commission""",
399,Mirabelle Muller,Lustspiel in 1 Akt von Paul Clémens. ,clemens-mirabelle-muller,ntav,,,,,,Q96464291,Paul Clemens,3,Theater & Musikverlag Rouffach,,18,,,,comedy,lustspiel,,,bpt6k91096569,,,Numistral,,,,,,,1925,,,,,,,1,13,,,Personen:,,,,
400,E Säij un e Schelm,"Komischer Vortrag für 2 Herren, von F. X. Neukirch",neukirch-e-saij-un-e-schelm,ntav,,,,,,Q104521670,F. X. Neukirch,17,Société Alsacienne d’Édition,,10,,,,comedy,,urbaine,,bpt6k91096339,,,Numistral,,,,,,,1924,,,,,,,1,,,,Persone:,,,,
401,Uff'm Standesamt,"Komischer Vortrag für 4 Herren, von F. X. Neukirch",neukirch-uff-m-standesamt,ntav,,,,,,Q104521670,F. X. Neukirch,17,Société Alsacienne d’Édition,,10,,,,comedy,,urbaine,,bpt6k9109634q,,,Numistral,,,,,,,1924,,,,,,,1,,,,Persone:,,,,
402,D'r Cousin Dagobert,"E luschtigs Stückel in 1 Akt vu Paul Clémens, Bischheim. Nur Herrenrollen",clemens-dr-cousin-dagobert,ntav,,,,,,Q96464291,Paul Clemens,3,"Société als. d'édition ""Alsatia"" S. A. Guebwiller",,113,,,,comedy,,,,bpt6k91096621,,,Numistral,,,,,,,1924,,,,,,,1,17,,,Persone:,,,,
403,D'r Ledig Ehemann,Elsassisch Singspiel in 3 Akte vu Fernand Kuehne,kuehne-dr-ledig-ehemann,ntav,2,,,,,Q96622965,Fernand Kuehne,13,Theater & Musikverlag Rouffach,Alfred Weiss,18,,,,,,urbaine,,bpt6k9109647b,,,Numistral,,,,,,,1925,,,,,,,3,1:30 - 2:9 - 3:7,,,Persone:,,,,
404,A G'sangprob' fer d'r Uessflug,A heiteres Steckel,weigel-a-gsangprob-fer-dr-uessflug,ntav,,,,,,Q97120060,Madeleine Weigel,30,Salvator-Verlag,,13,,,,,,,,bpt6k9109680z,,,Numistral,,,,,,,1931,,,,,,,1,7,,,Personen:,,,,
405,D'r Toni suecht e Fraüj,"Lustspiel in 1 Akt, von A. Gfall",gfall-dr-toni-suecht-e-frauj,ntav,,,,,,,A. Gfall,101,Salvator-Verlag,,13,,,,comedy,lustspiel,rurale,,bpt6k91097149,,,Numistral,,,,,,,1936,,,,,,,1,12,,de,Personen:,,,,
406,D'r schloj Michl un s'falsche Barawl,"Schwank in 2 Aufzügen, von Martin Huck",huck-dr-schloj-michl-un-s-falsche-barawl,ntav,,,,,,Q96482470,Martin Huck,10,Salvator-Verlag,,13,,,,comedy,lustspiel,rurale,,bpt6k91097164,,,Numistral,,,,,,,1936,,,,,,,2,1:10 - 2:8,,de,Personen:,,,,
407,Wer wurd Maire?,"od'r 30 Johr später, Lustspiel in 3 Akt",weber-wer-wurd-maire,ntav,,,,,,Q97103623,Emile Weber,28,L. Jaggi-Reiss,,2,,,,comedy,lustspiel,rurale,,bpt6k9109730d,,,Numistral,,,,,,,1936,,,,,,,3,1:27 - 3:27 - 4:13,,,Persone:,,,,
408,D'verkracht Affetheorie,"Lustspiel in 2 Akten, von Paul Müller",muller-d-verkracht-affetheorie,ntav,,,,,,,Paul Müller,102,Salvator-Verlag,,13,,,,comedy,lustspiel,urbaine,,bpt6k9109717j,,,Numistral,,,,,,,1936,,,,,,,2,1:18 - 2:22,,de,Personen:,,,,
409,"Wie m'r's macht, isch's lätz",Lustspiel in 1 Akt von A. Seyller,seyller-wie-mr-s-macht-isch-s-latz,ntav,,,,,,,A. Seyller,103,Salvator-Verlag,,13,,,,comedy,lustspiel,rurale,,bpt6k91097201,,,Numistral,,,,,,,1937,,,,,,,1,12,,,Personen:,,,,
410,Mayonnaise,"Schwank in drei Akt, von Ferd. Bastian",bastian-mayonnaise,ntav,,,,,,Q13099282,Ferdinand Bastian,1,C. A. Vomhoff,,5,,,,comedy,schwank,urbaine,,bpt6k91096992,,,Numistral,,,,,,,1932,,,,,,,3,1:8 - 2:8 - 3:7,,,Persone:,,,,
411,D'r Babbe isch verreist,Lustspiel in 1 Akt von Ch. Fr. Mochel,mochel-dr-babbe-isch-verreist,ntav,,,,,,,Ch. Fr. Mochel,104,L. Jaggi-Reiss,,2,,,,comedy,lustspiel,urbaine,,bpt6k91097253,,,Numistral,,,,,,,1939,,,,,,,1,22,,,Persone:,,,,
412,D'r Fabian blost Alarm,"Lustspiel für Pompiersvereine in 1 Akt, von Leo Pfiffer",pfiffer-dr-fabian-blost-alarm,ntav,,,,,,Q96680825,Léon Pfiffer,18,Salvator-Verlag,,13,,,,comedy,lustspiel,petite ville,,bpt6k9109718z,,,Numistral,,,,,,,1937?,,,,,,,1,10,,,Personen:,,,,
413,Donner und Doria,"tragikkomischi Denkmolsg'schicht üss'm Elsass em Dialekt en 4 Akt, vun Charles Weber",weber-donner-und-doria,ntav,,,,,,Q97120017,Charles Weber,29,Salvator-Verlag,,13,,,,,,rurale,,bpt6k9109623x,,,Numistral,,,,,,,1924,,,,,,,4,1:7 - 2:6 - 3:4 - 4:6,,de,Personen:,,,,
414,Wer am letschte lacht,"Lustspiel in 1 Aufzug, vun Emilie Hahn",hahn-wer-am-letschte-lacht,ntav,,,,,,Q96475210,Emilie Hahn,7,Salvator-Verlag,,13,,,,comedy,lustspiel,petite ville,,bpt6k9109666p,,,Numistral,,,,,,,1929,,,,,,,1,7,,de,Personen:,,,,
415,D'r Dummerle,Märelspiel in 5 Bilder un zwai Verwandlunge von Ferd. Bastian,bastian-dr-dummerle,ntav,,,,,,Q13099282,Ferdinand Bastian,1,C. A. Vomhoff,,5,,,,tale,,,,bpt6k9109701p,,,Numistral,,,,,,,1925,,,,,,,5,1:5 - 2:8 - 3:7 - 4:6 - 5:9,,,Persone:,,,,
416,D'r Schwedetrank,"dramatisches Volksstück aus dem Schwedenkrieg im Elsass in 5 Akten, von P. Guth",guth-dr-schwedetrank,ntav,,,,,,,P. Guth,105,Salvator-Verlag,,13,,,,drama,volksstück,petite ville,,bpt6k9109715q,,,Numistral,,,,,,,1937,,,,,,,prolog + 5,1:6 - 2:7 - 3:5 - 4:6 - 5:6,,de,Personen :,,,,
417,D'r Cigarrestumpe,"E kleini Ehestandskomödie in 1 Akt, von Ch. Kettner",kettner-dr-cigarrestumpe,ntav,,,,,,Q52084150,Charles Kettner,33,Theater & Musikverlag Rouffach,,18,,,,comedy,ehestandskomödie,,,bpt6k91096495,,,Numistral,,,,,,,1923,,,,,,,1,11,,,Personen :,,,,
418,System Hoppeldihopp,"oder ""Es brännt !"" Komische Scene für 5 Herren in einem Aufzug",clemens-system-hoppeldihopp,ntav,,,,,,Q96464291,Paul Clemens,3,Société Alsacienne d’Édition,,10,,,,comedy,,rurale,,bpt6k9109652n,,,Numistral,,,,,,,1922,,,,,,,1,5,,,Personen :,,,,
419,So'ne Gauner,"Humoristische Scene für zwei Herren, von Martin Huck",huck-so-ne-gauner,ntav,,,,,,Q96482470,Martin Huck,10,F. X. Le Roux,,3,,,,comedy,,rurale,,bpt6k9109693k,,,Numistral,,,,,,,1932,,,,,,,1,,,de,Personen :,,,,
420,Im Embarras,"(In d'r Klemme), Lustspiel in einem Akt, von Joseph Lejeune",lejeune-im-embarras,ntav,,,,,,,Joseph Lejeune,106,Salvator-Verlag,,13,,,,comedy,lustspiel,urbaine,,bpt6k91096584,,,Numistral,,,,,,,1926,,,,,,,1,14,,,Personen:,,,,
421,Kokain,"Drama in drei Akt, von Ferd. Bastian",bastian-kokain,ntav,,,,,,Q13099282,Ferdinand Bastian,1,C. A. Vomhoff,,5,,,,drama,,urbaine,,bpt6k9109704x,,,Numistral,,,,,,,1929,,,,,,,3,1:9 - 2:11 - 3:4,,,Persone:,,,,
422,Phantom,E Stück in 4 Akt von Ferd. Bastian,bastian-phantom,ntav,,,,,,Q13099282,Ferdinand Bastian,1,C. A. Vomhoff,,5,,,,,,urbaine,,bpt6k91097023,,,Numistral,,,,,,,,,,,,,,4,1:3 - 2:7 - 3:8 - 4:3,,,Persone:,,,,
423,Heiss Blüet,Els. Volkssteck en 4 Akta vo Emile Wagner-Wettolsheim,wagner-heiss-bluet,ntav,,,,,,Q97034509,Emile Wagner,27,Theater & Musikverlag Rouffach,,18,,,,,volkssteck,,,bpt6k9109645h,,,Numistral,,,,,,,1923,,,,,,,5,1:6 - 2:6 - 3:7 - 4:8 - 5:9,,de,Personen:,,,,
424,In d'r Schuelklass n° 3,Humoristische Schulscene von Martin Huck,huck-in-dr-schuelklass-n3,ntav,,,,,,Q96482470,Martin Huck,10,F. X. Le Roux,,3,,,,comedy,schulscene,,,bpt6k9109696t,,,Numistral,,,,,,,1933,,,,,,,1,,,de,Personen :,,,,
425,E Gewaltstreich,Schwank in 1 Akt von Paul Clemens,clemens-e-gewaltstreich,ntav,,,,,,Q96464291,Paul Clemens,3,"Société als. d'édition ""Alsatia"" S. A. Guebwiller",,113,,,,comedy,schwank,urbaine,,bpt6k9109643p,,,Numistral,,,,,,,1925,,,,,,,1,16,,,Personen :,,,,
426,S'Chrischtkindl un d'r Hanstrapp,E Wyhnachtsufftritt vor'm Himmer drüsse. Vortraa für kleini unn grossi Kinder vun F. X. Neukirch,neukirch-s-chrischtkindl-un-dr-hanstrapp,ntav,,,,,,Q104521670,F. X. Neukirch,17,Société Alsacienne d’Édition,,10,,,,,Wyhnachtsufftritt,,,bpt6k9109638c,,,Numistral,,,,,,,,,,,,,,1,2,,,,,,,
427,D'Karteschläuere,"A luschtig's Steckel in 1 Akt, von Martin Huck",huck-d-karteschlauere,ntav,,,,,,Q96482470,Martin Huck,10,Salvator-Verlag,,13,,,,comedy,,,,bpt6k9109678w,,,Numistral,,,,,,,1932,,,,,,,1,26,,,Personen:,,,,
428,D'Waschwiewer,"Lustspiel in einem Akt, von Martin Huck",huck-d-waschwiewer,ntav,,,,,,Q96482470,Martin Huck,10,Salvator-Verlag,,13,,,,comedy,lustspiel,rurale,,bpt6k91096799,,,Numistral,,,,,,,1932,,,,,,,1,10,,de,Personen:,,,,
429,Er Babbelt im Schloof !,"Lustspiel in 1 Akt von Georges Bravo, für die elsässische Vereinsbühne bearbeitet von Georges Jaggi",bravo-er-babbelt-im-schloof,ntav,,,,,,,Georges Bravo,107,L. Jaggi-Reiss,,2,,,,comedy,lustspiel,urbaine,,bpt6k9109695d,,,Numistral,,,,,,,1939?,,,,,,,1,14,,,Personen:,,,,
430,So e kaiwe T. S. F. ! (Drohtlosi Telephonie),E Comédie in eim Akt vum Camille Jost,jost-so-e-kaiwe-t-s-f,ntav,,,,,,Q96489174,Camille Jost,11,F. X. Le Roux,,3,,,,comedy,,urbaine,,bpt6k9109687v,,,Numistral,,,,,,,1927,,,,,,,1,22,,,Persone:,,,,
431,Richardis,"Historisches Schauspiel aus der elsässischen Vergangenheit in 4 Aufzügen, von Aug. Schmidlin",,ntav,,,,,,Q26699162,August Schmidlin,91,,,,,,,,,,,bpt6k91096925,,,Numistral,,,,,,,1930,,,,,,,,,,,,,ger,,
432,D'Philomé em Stadttheater,Kom. Vortrag für Damen,kempf-d-philome-em-stadttheater,ntav,,,,,,,Julie Kempf,99,Salvator-Verlag,,13,,,,comedy,,,,bpt6k91096191,,,Numistral,,,,,,,1923,,,,,,,1,,,,,,,,
433,E g'fährlicher Seppeles-Daa,E Luschtspiel in 1 Akt,jost-e-gfahrlicher-seppeles-daa,ntav,,,,,,Q96489174,Camille Jost,11,F. X. Le Roux,,3,,,,comedy,lustspiel,urbaine,,bpt6k91096888,,,Numistral,,,,,,,1929,,,,,,,1,13,,,Persone:,,,,
434,D'r Herr im Hüss,Schwank in 4 Bilder by glycher Szenerie vum Camille Jost unn Franz Boehm,jost-boehm-dr-herr-im-huss,ntav,,,,,,Q96489174|,Camille Jost | Franz Boehm,11|108,F. X. Le Roux,,3,,,,comedy,schwank,urbaine,,bpt6k9109663f,,,Numistral,,,,,,,1928,,,,,,,4,1:2 - 2:4 - 3:3 - 4:2,,,Persone :,,,,
435,D'r Metzjerburscht,Komischer Vortrag,golder-dr-metzjerburscht,ntav,,,,,,,Robert Golder,100,F. X. Le Roux,,3,,,,comedy,,rurale,,bpt6k9109682s,,,Numistral,,,,,,,1929,,,,,,,1,,,de,Personenbeschreibung.,,,,
436,An d'lätz Adress,Lustspiel in 1 Akt,kettner-an-d-latz-adress,ntav,,,,,,Q52084150,Charles Kettner,33,Theater & Musikverlag Rouffach,,18,,,,comedy,lustspiel,urbaine,,bpt6k9109650t,,,Numistral,,,,,,,1923,,,,,,,1,12,,,Personen:,,,,
437,Von Vatter verstosse,Volksstück in 5 Akten. Freie Bearbeitung von Leo Welker,welker-von-vatter-verstosse,ntav,,,,,,,Leo Welker,109,Salvator-Verlag,,13,,,,,volksstück,rurale,,bpt6k9109691r,,,Numistral,,,,,,,1934,,,,,,,5,1:6 - 2:5 - 3:4 - 4:9 - 5:6,,,Personen:,,,,
438,Viel Krach für nix ,odder Cherchez la femme ! Comédie in 4 kurze Akt vum Camille Jost,jost-viel-krach-fur-nix,ntav,,,,,,Q96489174,Camille Jost,11,F. X. Le Roux,,3,,,,comedy,,urbaine,,bpt6k9109664v,,,Numistral,,,,,,,1928,,,,,,,4,1:8 - 2:17 - 3:7 - 4:19,,,Persone:,,,,
439,E Barebli als Geldsack,"Lustspiel in 1 Akt, von Emilie Hahn",hahn-e-barebli-als-geldsack,ntav,,,,,,Q96475210,Emilie Hahn,7,Salvator-Verlag,,13,,,,comedy,lustspiel,petite ville,,bpt6k9109672d,,,Numistral,,,,,,,1931,,,,,,,1,15,,de,Personen:,,,,
440,Im Name vum Gsetz,oder Mensch geh' nie vor Gericht. Lustspiel in einem Akt,goetz-im-name-vum-gsetz,ntav,,,,,,,Lucien Gœtz,110,Salvator-Verlag,,13,,,,comedy,lustspiel,urbaine,,bpt6k91096673,,,Numistral,,,,,,,1930,,,,,,,1,5,,de,Personen:,,,,
441,D'reis in's Wynland,Komödie in 1 Uffzug,riff-dreis-in-s-wynland,ntav,,,,,,Q96696621,Jean Riff,21,Theater & Musikverlag Rouffach,,18,,,,comedy,,rurale,,bpt6k9109655w,,,Numistral,,,,,,,1925,,,,,,,1,27,,,Persone:,,,,
442,Zwei Dauwi,Schwank in einem Akt von Ch. Kettner. Frei nach dem Französischem von Moinaux.,kettner-zwei-dauwi,ntav,,,,,,Q52084150,Charles Kettner,33,Theater & Musikverlag Rouffach,,18,,,,comedy,schwank,rurale,,bpt6k9109648r,,,Numistral,,,,,,,,,,,,,,1,14,,,Personen:,,,,
443,E halbi Küah,Schwank in els. Dialekt in 2 Akten von X. Sengelin,sengelin-e-halbi-kuah,ntav,2,,,,,Q96761607,Xavier Sengelin,24,Société Alsacienne d’Édition,,10,,,,comedy,schwank,rurale (2. Akt petite ville),,bpt6k91096517,,,Numistral,,,,,,,1923,,,,,,,2,1:2 - 2:2,,,Personen :,,,,
444,Stichwahl,Farce in einem Akt vun Fernand Kuehne. ,kuehne-stichwahl,ntav,2,,,,,Q96622965,Fernand Kuehne,13,Theater & Musikverlag Rouffach,,18,,,,comedy,farce,rurale,,bpt6k9109646x,,,Numistral,,,,,,,1924,,,,,,,1,14,,de,Personen:,,,,
445,S'Deschtament,"Lustspiel in zwei Akt, vum Xavier Zaspel",zaspel-s-deschtament,ntav,,,,,,,Xavier Zaspel,111,F. X. Le Roux,,3,,,,comedy,lustspiel,,,bpt6k9109641v,,,Numistral,,,,,,,1924,,,,,,,2,,,,Persone:,,,,
446,Zwei Schweschtere,Komödie in elsässicher Mundart in zwei Akten von Emilie Hahn,hahn-zwei-schweschtere,ntav,,,,,,Q96475210,Emilie Hahn,7,F. X. Le Roux,,3,,,,comedy,,urbaine,,bpt6k9109661m,,,Numistral,,,,,,,1926,,,,,,,2,1:7 - 2:5,,de,Personen:,,,,
447,Hilf ! E Menschfresser !,E Farce in eim Akt vum Camille Jost,jost-hilf-e-menschfresser,ntav,,,,,,Q96489174,Camille Jost,11,F. X. Le Roux,,3,,,,comedy,farce,urbaine,,bpt6k91096606,,,Numistral,,,,,,,1926,,,,,,,1,17,,,Persone:,,,,
448,D'r griene Ritter,Volksstück in 3 Akten von Fernand Kuhne,kuehne-dr-griene-ritter,ntav,,,,,,Q96622965,Fernand Kuehne,13,Société Alsacienne d’Édition,,10,,,,,volksstück,rurale,,bpt6k9109659j,,,Numistral,,,,,,,1927,,,,,,,3,1:13 - 2:8 - 3:5,,de,Personen:,,,,
449,Ferdinand von Hompesch,"oder: Das vierte Gebot. Historisches Volksstück in 2 Akten, von Camille Jost",,ntav,,,,,,,,,,,,,,,,,,,,,,Numistral,,,,,,,,,,,,,,,,,,,,ger,,
450,Em Photographe-Atelier,Lustspiel in 1 Akt,kempf-em-photographe-atelier,ntav,2,,,,,,J. Kempf,99,Salvator-Verlag,,13,,,,comedy,lustspiel,urbaine,,bpt6k9109622h,,,Numistral,,,,,,,1924,,,,,,,1,6,,de,Personen:,,,,
451,E-n-Ohrfeij,"Komischer Vortrag für 1 Herr u. 2 Damen, von F. X. Neukirch",neukirch-e-n-ohrfeij,ntav,,,,,,Q104521670,F. X. Neukirch,17,Société Alsacienne d’Édition,,10,,,,comedy,,urbaine,,bpt6k9109636j,,,Numistral,,,,,,,1924,,,,,,,1,,,,Persone :,,,,
452,D'Advekate !,Komische Szene mit Gesang in elsässischer Mundart für 7 Herren von Emilie Hahn,hahn-d-advekate,ntav,,,,,,Q96475210,Emilie Hahn,7,F. X. Le Roux,,3,,,,comedy,,,,bpt6k9109639s,,,Numistral,,,,,,,1924,,,,,,,1,,,,Personen :,,,,
453,Um a Stimmig (Gmeinrotswahl),Volkstick in 3 Akte vo Xavier Sengelin,sengelin-um-a-stimmig,ntav,,,,,,Q96761607,Xavier Sengelin,24,Société Alsacienne d’Édition,,10,,,,,volkstick,rurale,,bpt6k91096176,,,Numistral,,,,,,,1922,,,,,,,3,1:5 - 2:4 - 3:4,,,Personen :,,,,
454,Dr Schuldig,"Drama in 4 Akten, von Maurice Manquat",manquat-dr-schuldig,ntav,,,,,,Q97067241,Maurice Manquat,112,Salvator-Verlag,,13,,,,drama,,urbaine,,bpt6k91096428,,,Numistral,,,,,,,1925,,,,,,,4,1:12 - 2:15 - 3:14 - 4:9,,de,Personen:,,,,
455,A Mord,Schwank in eim Uffzug,hohl-a-mord,ntav,2,,,,,,René Hohl,90,Société Alsacienne d’Édition,,10,,,,comedy,schwank,rurale,,bpt6k9109618m,,,Numistral,,,,,,,1923,,,,,,,1,11,,,Persona :,,,,
456,D'küraschiert Frau,"e Gspräch mit sich selbscht vunn ere ""starike"" Krämpe.",neukirch-d-kuraschiert-frau,ntav,,,,,,Q104521670,F. X. Neukirch,17,Société Alsacienne d’Édition,,10,,,,,,,,bpt6k9109632w,,,Numistral,,,,,,,1925,,,,,,,1,3,,,,,,,
457,Hampel oder Bampel,Luschtspiel in 4 Uffzuegg,riff-hampel-oder-bampel,ntav,,,,,,Q96696621,Jean Riff,21,Société Alsacienne d’Édition,,10,,,,comedy,lustspiel,urbaine,,bpt6k91096265,,,Numistral,,,,,,,1924,,,,,,,4,1:5 - 2:13 - 3:7 - 4:12,,,Personen:,,,,
458,Nasskutt contra Nasskutt,Komischer Vortrag für 2 Herren u. 1 Dame,neukirch-nasskutt-contra-nasskutt,ntav,,,,,,Q104521670,F. X. Neukirch,17,Société Alsacienne d’Édition,,10,,,,comedy,,,,bpt6k9109637z,,,Numistral,,,,,,,1924,,,,,,,1,,,,Persone :,,,,
459,S'Gsprach uff d'r Waschbritsch,Komischer Vortrag für 3 Damen,neukirch-s-gsprach-uff-dr-waschbritsch,ntav,,,,,,Q104521670,F. X. Neukirch,17,Société Alsacienne d’Édition,,10,,,,comedy,,urbaine,,bpt6k91096302,,,Numistral,,,,,,,1925,,,,,,,1,,,,Persone :,,,,
460,Wenn d'Not am gröeschte,E Wihnachtstückel in 1 Akt im elsäßische Dialekt,clemens-wenn-d-not-am-groeschte,ntav,,,,,,Q96464291,Paul Clemens,3,F. X. Le Roux,,3,,,,tale,wihnachtsstückel,,,bpt6k9109615c,,,Numistral,,,,,,,1921,,,,,,,1,9,,de,Personen:,,,,
461,D'Dragüner-Schmide,Volkschauspiel in 3 Akten in elsässischem Dialekt,clemens-d-draguner-schmide,ntav,,,,,,Q96464291,Paul Clemens,3,Société Alsacienne d’Édition,,10,,,,,volksschauspiel,rurale (2. Akt urbaine),,bpt6k9109611q,,,Numistral,,,,,,,1922,,,,,,,3,1:11 - 2:15 - 3:10,,de,Personen :,,,,
462,E gelungener Uessflug,Komischer Vortrag in elsässischer Mundart,clemens-e-gelungener-uessflug,ntav,,,,,,Q96464291,Paul Clemens,3,Société Alsacienne d’Édition,,10,,,,comedy,vortrag,,,bpt6k91096050,,,Numistral,,,,,,,1922,,,,,,,1,,,,,,,,
463,S'Patent,Luschtspiel in eim Akt,grunder-s-patent,ntav,1,,,,,,Louis Grunder,113,F. X. Le Roux,,3,,,,comedy,lustspiel,petite ville,,bpt6k9109613j,,,Numistral,,,,,,,1923,,,,,,,1,10,,,Persone:,,,,
464,A Promenade mit Hindernisse,Komischer Vortrag,golder-a-promenade-mit-hindernisse,ntav,,,,,,,Robert Golder,100,F. X. Le Roux,,3,,,,comedy,vortrag,rurale,,bpt6k9109614z,,,Numistral,,,,,,,1922,,,,,,,1,,,,,,,,
465,D'schwarz Hand,e Ynbrechers Comedie in aam Uffzug,riff-bauer-d-schwarz-hand,ntav,,,,,,Q96696621|,Jean Riff | Fritz Bauer,21|114,F. X. Le Roux,,3,,,,comedy,,rurale,,bpt6k91095863,,,Numistral,,,,,,,1920,,,,,,,1,16,,,Persone:,,,,
466,D'r Hochzitter vum Land,Schwank in einem Uffzug in elsässischer Mundart ,golder-dr-hochzitter-vum-land,ntav,,,,,,,Robert Golder,100,F. X. Le Roux,,3,,,,comedy,schwank,rurale,,bpt6k91096109,,,Numistral,,,,,,,1922,,,,,,,1,12,,,Personen :,,,,
467,D'r Färschter uf Waldmatt,Drama in els. Dialekt in 3 Akten,kuehne-dr-farschter-uf-waldmatt,ntav,2,,,,,Q96622965,Fernand Kuehne,13,Société Alsacienne d’Édition,,10,,,,drama,,rurale,,bpt6k91096124,,,Numistral,,,,,,,1923,,,,,,,3,1:9 - 2:7 - 3:6,,de,Personen :,,,,
468,D'nei Zit,Volksstück in fünf Szenen,lasch-d-nei-zit,ntav,,,,,,Q96634160,Gustav Lasch,14,J. H. Ed. Heitz (Heitz & Mündel),,11,,,,,volksstück,urbaine,,bpt6k9109534c,,,Numistral,,,,,,,1913,,,,,,,5,,,,Personen.,,,,
469,Im Morgenrot,Schauspiel aus der Strassburger Reformationszeit,,ntav,,,,,,,,,,,,,,,,,,,,,,Numistral,,,,,,,,,,,,,,,,,,,,ger,,
470,"Bieje, awer nit breche !",Charakterstück in eim Uffzug,riff-bieje-awer-nit-breche,ntav,,,,,,Q96696621,Jean Riff,21,J. H. Ed. Heitz (Heitz & Mündel),,11,,,,,charakterstück,urbaine,,bpt6k9109525d,,,Numistral,,,,,,,1902,,,,,,,1,16,,,Persone:,,,,
471,Telegraphie ohni Droht,Original-Schwank in eim Uffzug,riff-telegraphie-ohni-droht,ntav,,,,,,Q96696621,Jean Riff,21,J. H. Ed. Heitz (Heitz & Mündel),,11,,,,comedy,schwank,urbaine,,bpt6k9109526t,,,Numistral,,,,,,,1902,,,,,,,1,9,,,Persone:,,,,
472,La nuit de la Toussaint,drame alsacien en un acte et en vers,,ntav,,,,,,,,,,,,,,,,,,,,,,Numistral,,,,,,,,,,,,,,,,,,,,fre,,
473,D'g'stohlene Gäns,Lustspiel in einem Aufzug in elsässischer Mundart ,meyer-d-gstohlene-gans,ntav,,,,,,,Ludwig Meyer,115,J. H. Ed. Heitz (Heitz & Mündel),,11,,,,comedy,lustspiel,rurale,,bpt6k91095314,,,Numistral,,,,,,,1909,,,,,,,1,,,,Persone:,,,,
