,word,valence,arousal,dominance
17118,entêtement,0.156,0.673,0.508
17119,trapu,0.417,0.370,0.393
17120,stuc,0.439,0.292,0.279
17121,coincé,0.153,0.644,0.285
17122,NO TRANSLATION,0.281,0.480,0.363
17123,Goujon,0.564,0.531,0.509
17124,clouté,0.396,0.412,0.425
17125,étudiant,0.634,0.318,0.537
17126,étudié,0.786,0.306,0.806
17127,studio,0.677,0.265,0.620
17128,étude,0.653,0.361,0.768
17129,des trucs,0.622,0.367,0.263
17130,animal en peluche,0.684,0.255,0.306
17131,Rembourrage,0.417,0.324,0.304
17132,bouché,0.323,0.615,0.406
17133,trébucher,0.153,0.716,0.259
17134,souche,0.449,0.510,0.340
17135,perplexe,0.344,0.604,0.392
17136,étourdir,0.333,0.710,0.451
17137,étourdi,0.306,0.663,0.356
17138,étourdissement,0.418,0.780,0.492
17139,étourdissant,0.888,0.673,0.858
17140,cascade,0.387,0.555,0.526
17141,rabougri,0.194,0.472,0.275
17142,cascadeur,0.490,0.482,0.500
17143,stupéfaction,0.294,0.704,0.480
17144,abrutir,0.200,0.740,0.412
17145,prodigieux,0.823,0.690,0.798
17146,stupide,0.133,0.510,0.200
17147,stupidité,0.060,0.418,0.151
17148,NO TRANSLATION,0.073,0.675,0.196
17149,NO TRANSLATION,0.260,0.520,0.317
17150,stupeur,0.323,0.590,0.330
17151,solide,0.580,0.642,0.824
17152,esturgeon,0.417,0.473,0.465
17153,bégayer,0.250,0.469,0.258
17154,porcherie,0.296,0.500,0.225
17155,style,0.745,0.472,0.586
17156,coiffant,0.823,0.378,0.652
17157,élégant,0.885,0.490,0.689
17158,styliste,0.760,0.445,0.500
17159,suave,0.724,0.265,0.269
17160,sous,0.510,0.370,0.312
17161,subatomique,0.385,0.538,0.491
17162,sous-comité,0.396,0.467,0.600
17163,subconscient,0.531,0.375,0.415
17164,sous-cutanée,0.396,0.444,0.376
17165,subdiviser,0.538,0.433,0.348
17166,subdivision,0.592,0.455,0.430
17167,subduction,0.350,0.569,0.445
17168,maîtriser,0.275,0.640,0.784
17169,tamisé,0.236,0.463,0.223
17170,sous-dural,0.381,0.491,0.425
17171,NO TRANSLATION,0.372,0.627,0.577
17172,assujettir,0.602,0.344,0.558
17173,soumis,0.286,0.520,0.221
17174,sujétion,0.354,0.408,0.539
17175,subjectif,0.510,0.350,0.432
17176,assujettissement,0.280,0.610,0.377
17177,sous-louer,0.469,0.551,0.545
17178,sous-niveau,0.365,0.298,0.333
17179,sublimation,0.510,0.390,0.538
17180,sublime,0.784,0.333,0.585
17181,subliminal,0.410,0.528,0.464
17182,sous-marin,0.572,0.481,0.549
17183,submerger,0.517,0.643,0.456
17184,submergé,0.337,0.528,0.357
17185,submersible,0.406,0.459,0.540
17186,soumission,0.531,0.580,0.633
17187,soumis,0.480,0.217,0.173
17188,soumettre,0.635,0.448,0.500
17189,soumission,0.667,0.610,0.611
17190,subalterne,0.276,0.392,0.121
17191,subordination,0.270,0.527,0.343
17192,intrigue secondaire,0.469,0.413,0.446
17193,assignation,0.281,0.634,0.555
17194,souscrire,0.660,0.344,0.591
17195,abonné,0.562,0.398,0.570
17196,abonnement,0.583,0.333,0.651
17197,sous-séquence,0.438,0.510,0.413
17198,subséquent,0.449,0.385,0.400
17199,par la suite,0.380,0.337,0.336
17200,servile,0.255,0.402,0.339
17201,sous-ensemble,0.429,0.358,0.404
17202,se calmer,0.375,0.308,0.209
17203,affaissement,0.320,0.509,0.452
17204,filiale,0.541,0.295,0.500
17205,subventionner,0.604,0.615,0.589
17206,subvention,0.573,0.462,0.517
17207,subsister,0.573,0.418,0.472
17208,subsistance,0.510,0.404,0.491
17209,sous-sol,0.429,0.240,0.382
17210,sous-espace,0.470,0.453,0.475
17211,substance,0.615,0.422,0.528
17212,inférieur aux normes,0.235,0.333,0.150
17213,substantiel,0.590,0.490,0.690
17214,substantiellement,0.646,0.471,0.684
17215,justifier,0.531,0.549,0.636
17216,substantiel,0.500,0.350,0.455
17217,poste,0.469,0.461,0.491
17218,remplacer,0.427,0.406,0.398
17219,substitué,0.271,0.545,0.394
17220,substitution,0.406,0.480,0.353
17221,structure,0.441,0.358,0.587
17222,souterrain,0.469,0.306,0.432
17223,sous-texte,0.635,0.276,0.412
17224,Sous-titre,0.445,0.202,0.347
17225,subtil,0.708,0.167,0.228
17226,subtilité,0.615,0.176,0.363
17227,soustraire,0.208,0.330,0.283
17228,soustraction,0.163,0.382,0.349
17229,sous-type,0.427,0.296,0.420
17230,banlieue,0.354,0.566,0.441
17231,de banlieue,0.439,0.450,0.453
17232,banlieue,0.438,0.490,0.421
17233,banlieue,0.510,0.571,0.286
17234,subversion,0.347,0.608,0.415
17235,subversif,0.198,0.765,0.500
17236,subvertir,0.357,0.557,0.536
17237,métro,0.418,0.300,0.464
17238,réussir,0.926,0.755,0.926
17239,réussir,0.867,0.755,0.849
17240,Succès,0.959,0.880,0.981
17241,réussi,0.949,0.724,0.938
17242,Succession,0.698,0.481,0.587
17243,successif,0.635,0.471,0.518
17244,successeur,0.729,0.531,0.648
17245,succinct,0.510,0.413,0.566
17246,succube,0.417,0.647,0.509
17247,succulent,0.823,0.538,0.556
17248,succomber,0.202,0.787,0.292
17249,sucer,0.344,0.706,0.377
17250,ventouse,0.265,0.393,0.204
17251,succion,0.227,0.528,0.377
17252,allaitement,0.596,0.558,0.518
17253,suce,0.115,0.683,0.302
17254,succion,0.460,0.593,0.526
17255,soudain,0.449,0.660,0.435
17256,soudainement,0.670,0.510,0.456
17257,mousse,0.458,0.365,0.255
17258,poursuivre en justice,0.219,0.731,0.679
17259,suède,0.542,0.259,0.259
17260,souffrir,0.082,0.910,0.259
17261,victime,0.156,0.690,0.278
17262,Souffrance,0.020,0.719,0.235
17263,suffire,0.643,0.326,0.504
17264,suffisance,0.594,0.438,0.576
17265,suffisant,0.833,0.330,0.588
17266,suffisamment,0.776,0.367,0.714
17267,suffixe,0.430,0.420,0.364
17268,étouffer,0.219,0.764,0.440
17269,étouffant,0.133,0.774,0.429
17270,suffocation,0.020,0.830,0.462
17271,sucre,0.896,0.382,0.402
17272,suggérer,0.573,0.471,0.517
17273,suggestion,0.646,0.365,0.558
17274,suggestif,0.552,0.500,0.555
17275,suicidaire,0.021,0.867,0.382
17276,suicide,0.030,0.873,0.429
17277,NO TRANSLATION,0.031,0.957,0.627
17278,costume,0.776,0.282,0.482
17279,adapté,0.792,0.298,0.722
17280,valise,0.562,0.212,0.318
17281,suite,0.790,0.420,0.400
17282,prétendant,0.708,0.639,0.546
17283,sulfate,0.427,0.352,0.429
17284,soufre,0.173,0.530,0.364
17285,bouder,0.250,0.580,0.406
17286,renfrogné,0.250,0.407,0.263
17287,souiller,0.378,0.550,0.370
17288,soufre,0.260,0.450,0.233
17289,sultan,0.529,0.423,0.821
17290,étouffant,0.735,0.696,0.627
17291,somme,0.792,0.340,0.420
17292,sommairement,0.469,0.431,0.543
17293,résumer,0.590,0.323,0.471
17294,résumé,0.729,0.260,0.427
17295,addition,0.766,0.337,0.594
17296,été,0.812,0.373,0.550
17297,maison d'été,0.796,0.308,0.443
17298,heure d'été,0.837,0.500,0.455
17299,sommet,0.625,0.618,0.764
17300,convoquer,0.521,0.560,0.664
17301,assignation,0.552,0.604,0.598
17302,sumo,0.480,0.394,0.564
17303,puisard,0.365,0.451,0.340
17304,somptueux,0.698,0.550,0.555
17305,Soleil,0.877,0.400,0.681
17306,rayon de soleil,0.729,0.440,0.505
17307,coup de soleil,0.061,0.755,0.447
17308,sundae,0.743,0.414,0.404
17309,dimanche,0.776,0.196,0.394
17310,cadran solaire,0.643,0.225,0.406
17311,coucher,0.812,0.276,0.445
17312,divers,0.543,0.369,0.407
17313,tournesol,0.878,0.231,0.270
17314,lunettes de soleil,0.684,0.264,0.324
17315,des lunettes de soleil,0.844,0.443,0.364
17316,coulé,0.146,0.531,0.185
17317,creux,0.103,0.476,0.173
17318,sans soleil,0.245,0.280,0.273
17319,lumière du soleil,0.906,0.407,0.639
17320,ensoleillé,0.740,0.348,0.481
17321,lever du soleil,0.823,0.347,0.640
17322,toit ouvrant,0.681,0.325,0.425
17323,crème solaire,0.656,0.387,0.462
17324,le coucher du soleil,0.875,0.231,0.298
17325,ensoleillement,0.885,0.297,0.769
17326,bronzage,0.620,0.510,0.366
17327,lever du soleil,0.760,0.304,0.620
17328,souper,0.551,0.358,0.385
17329,super,0.844,0.663,0.780
17330,retraite,0.448,0.412,0.562
17331,superbe,0.980,0.708,0.852
17332,superficiel,0.357,0.407,0.309
17333,superflu,0.316,0.469,0.393
17334,super-héros,0.910,0.820,0.893
17335,surhumain,0.810,0.745,0.895
17336,superposé,0.490,0.529,0.683
17337,surveillant général,0.592,0.570,0.942
17338,supérieur,0.801,0.697,0.940
17339,supériorité,0.582,0.602,0.959
17340,superlatif,0.714,0.566,0.737
17341,Superman,0.945,0.794,0.929
17342,supermarché,0.690,0.547,0.571
17343,mannequin,0.880,0.663,0.698
17344,surnageant,0.500,0.500,0.565
17345,surnaturel,0.622,0.824,0.733
17346,supernova,0.729,0.673,0.827
17347,superposition,0.480,0.570,0.806
17348,superpuissance,0.806,0.784,0.972
17349,remplacer,0.479,0.510,0.518
17350,superstar,0.885,0.860,0.880
17351,superstition,0.177,0.640,0.418
17352,superstitieux,0.281,0.545,0.514
17353,hypermarché,0.719,0.600,0.640
17354,superviser,0.698,0.555,0.889
17355,surveillance,0.459,0.578,0.825
17356,superviseur,0.615,0.479,0.933
17357,souper,0.708,0.429,0.552
17358,heure du souper,0.792,0.388,0.461
17359,supplanter,0.344,0.558,0.463
17360,souple,0.812,0.528,0.436
17361,supplément,0.745,0.406,0.491
17362,supplémentaire,0.604,0.404,0.555
17363,supplémentaire,0.625,0.352,0.541
17364,supplication,0.469,0.570,0.309
17365,fournisseur,0.615,0.462,0.736
17366,Provisions,0.698,0.390,0.595
17367,la fourniture,0.708,0.519,0.603
17368,soutien,0.811,0.472,0.737
17369,prise en charge,0.853,0.408,0.613
17370,Supporter,0.721,0.510,0.698
17371,partisans,0.763,0.539,0.558
17372,justificatif,0.634,0.490,0.764
17373,favorable,0.875,0.420,0.635
17374,supposer,0.551,0.343,0.348
17375,supposé,0.296,0.378,0.379
17376,supposant,0.449,0.451,0.357
17377,supposition,0.531,0.408,0.526
17378,réprimer,0.281,0.559,0.509
17379,suppression,0.267,0.541,0.537
17380,suprématie,0.794,0.706,0.943
17381,suprême,0.812,0.700,0.974
17382,suprêmement,0.833,0.725,0.897
17383,surtaxe,0.375,0.528,0.500
17384,sûr,0.724,0.270,0.793
17385,caution,0.776,0.365,0.750
17386,le surf,0.847,0.650,0.500
17387,surface,0.448,0.375,0.604
17388,planche de surf,0.729,0.730,0.387
17389,surfeur,0.704,0.701,0.554
17390,poussée,0.449,0.684,0.500
17391,chirurgien,0.500,0.598,0.793
17392,chirurgie,0.286,0.769,0.600
17393,chirurgical,0.327,0.696,0.723
17394,bourru,0.221,0.469,0.493
17395,conjecture,0.529,0.400,0.347
17396,nom de famille,0.670,0.250,0.493
17397,surpassant,0.719,0.660,0.720
17398,surplus,0.602,0.680,0.630
17399,surprise,0.875,0.875,0.562
17400,surpris,0.784,0.855,0.539
17401,des surprises,0.875,0.769,0.632
17402,surprenant,0.888,0.790,0.692
17403,étonnamment,0.847,0.793,0.819
17404,surréaliste,0.550,0.529,0.670
17405,abandon,0.115,0.396,0.186
17406,se rendre,0.198,0.411,0.245
17407,substitut,0.406,0.590,0.472
17408,entourer,0.542,0.623,0.627
17409,alentours,0.531,0.422,0.669
17410,alentours,0.600,0.346,0.492
17411,surveillance,0.365,0.720,0.718
17412,enquête,0.580,0.357,0.379
17413,arpentage,0.488,0.455,0.682
17414,arpenteur,0.545,0.337,0.648
17415,survie,0.541,0.798,0.879
17416,survivre,0.770,0.824,0.726
17417,survivant,0.646,0.836,0.721
17418,survivant,0.677,0.750,0.815
17419,susceptibilité,0.458,0.627,0.364
17420,sensible,0.438,0.449,0.304
17421,Sushi,0.698,0.343,0.394
17422,suspect,0.133,0.750,0.509
17423,soupçonné,0.173,0.755,0.452
17424,suspendre,0.240,0.320,0.368
17425,suspendu,0.224,0.402,0.368
17426,bretelles,0.391,0.333,0.500
17427,le suspense,0.286,0.775,0.402
17428,suspension,0.288,0.530,0.426
17429,soupçon,0.204,0.711,0.377
17430,soupçons,0.208,0.745,0.500
17431,méfiant,0.153,0.745,0.431
17432,soutenir,0.635,0.358,0.593
17433,soutenu,0.649,0.340,0.580
17434,subsistance,0.820,0.519,0.679
17435,suture,0.240,0.510,0.510
17436,SUV,0.552,0.431,0.446
17437,sux,0.406,0.531,0.331
17438,écouvillon,0.470,0.364,0.259
17439,Style,0.656,0.676,0.654
17440,fanfaronner,0.333,0.731,0.538
17441,avaler,0.466,0.608,0.436
17442,Swami,0.510,0.547,0.491
17443,marais,0.245,0.425,0.235
17444,submergé,0.156,0.480,0.270
17445,marécageux,0.306,0.390,0.412
17446,cygne,0.781,0.225,0.357
17447,esbroufe,0.490,0.500,0.442
17448,échanger,0.552,0.500,0.509
17449,essaim,0.302,0.735,0.458
17450,fourmillement,0.375,0.600,0.435
17451,svastika,0.316,0.472,0.491
17452,écraser,0.380,0.694,0.571
17453,balancement,0.690,0.596,0.721
17454,jurer,0.601,0.577,0.658
17455,jurer,0.333,0.559,0.586
17456,transpiration,0.388,0.579,0.297
17457,chandail,0.704,0.245,0.295
17458,transpiration,0.292,0.667,0.265
17459,sweat-shirt,0.510,0.368,0.353
17460,sweatshop,0.385,0.797,0.602
17461,en sueur,0.281,0.540,0.304
17462,balayage,0.448,0.385,0.383
17463,balayeuse,0.470,0.549,0.414
17464,balayage,0.344,0.431,0.355
17465,doux,0.668,0.418,0.382
17466,sucrer,0.908,0.455,0.423
17467,sucré,0.940,0.461,0.398
17468,édulcorant,0.670,0.333,0.330
17469,plus doux,0.959,0.500,0.370
17470,amoureux,0.959,0.423,0.509
17471,ma chérie,0.990,0.549,0.560
17472,douceur,0.906,0.474,0.528
17473,bonbons,0.910,0.422,0.321
17474,se gonfler,0.360,0.679,0.348
17475,gonflement,0.323,0.608,0.250
17476,étouffant,0.204,0.644,0.362
17477,embardée,0.276,0.612,0.357
17478,rapide,0.760,0.776,0.698
17479,rapidement,0.660,0.885,0.618
17480,lampée,0.604,0.481,0.406
17481,déchets,0.427,0.528,0.322
17482,nager,0.688,0.461,0.529
17483,nageur,0.657,0.698,0.610
17484,la natation,0.760,0.559,0.524
17485,maillot de bain,0.740,0.373,0.269
17486,escroquerie,0.122,0.740,0.439
17487,escroc,0.125,0.721,0.575
17488,porc,0.340,0.519,0.277
17489,balançoire,0.602,0.510,0.481
17490,échangiste,0.459,0.778,0.482
17491,balançant,0.656,0.510,0.312
17492,balayer,0.573,0.450,0.266
17493,tourbillon,0.490,0.726,0.639
17494,bruissement,0.562,0.510,0.474
17495,commutateur,0.500,0.538,0.509
17496,switchblade,0.357,0.596,0.528
17497,tableau électrique,0.571,0.519,0.558
17498,pivot,0.562,0.480,0.500
17499,gonflé,0.236,0.510,0.277
17500,pâmoison,0.292,0.510,0.160
17501,swoop,0.479,0.618,0.446
17502,épée,0.438,0.653,0.713
17503,espadon,0.564,0.520,0.442
17504,swordplay,0.616,0.750,0.528
17505,épéiste,0.395,0.857,0.696
17506,sycomore,0.500,0.401,0.527
17507,syllabe,0.448,0.250,0.417
17508,programme,0.736,0.370,0.643
17509,symbiotique,0.832,0.425,0.406
17510,symbole,0.643,0.388,0.527
17511,symbolique,0.670,0.385,0.574
17512,symboliquement,0.582,0.385,0.648
17513,symbolisme,0.688,0.347,0.640
17514,symboliser,0.633,0.327,0.673
17515,symétrique,0.745,0.212,0.588
17516,symétrique,0.542,0.263,0.569
17517,symétrie,0.604,0.274,0.500
17518,sympathique,0.796,0.434,0.609
17519,sympathiser,0.770,0.627,0.644
17520,la sympathie,0.827,0.497,0.634
17521,symphonique,0.775,0.545,0.566
17522,symphonie,0.765,0.490,0.600
17523,symposium,0.573,0.394,0.644
17524,symptôme,0.380,0.529,0.434
17525,symptomatique,0.367,0.434,0.491
17526,synagogue,0.531,0.300,0.544
17527,synapse,0.660,0.471,0.491
17528,synaptique,0.573,0.553,0.622
17529,synchroniser,0.802,0.440,0.670
17530,synchroniser,0.781,0.361,0.654
17531,synchrone,0.600,0.538,0.545
17532,syncope,0.245,0.538,0.398
17533,syndicat,0.439,0.491,0.673
17534,syndrome,0.229,0.510,0.246
17535,synergique,0.571,0.550,0.547
17536,synergie,0.667,0.510,0.720
17537,synode,0.469,0.377,0.574
17538,synonyme,0.615,0.210,0.433
17539,synonyme,0.480,0.323,0.400
17540,synopsis,0.541,0.390,0.482
17541,synoptique,0.561,0.510,0.596
17542,syntaxe,0.531,0.346,0.559
17543,la synthèse,0.604,0.315,0.377
17544,synthétiseur,0.500,0.410,0.592
17545,synthétique,0.396,0.350,0.519
17546,syphilis,0.071,0.606,0.245
17547,seringue,0.250,0.680,0.330
17548,sirop,0.620,0.223,0.318
17549,système,0.615,0.346,0.764
17550,systématique,0.617,0.444,0.594
17551,systématiquement,0.690,0.390,0.651
17552,T-shirt,0.815,0.286,0.284
17553,languette,0.594,0.208,0.308
17554,Tabasco,0.375,0.546,0.404
17555,tigré,0.510,0.426,0.387
17556,tabernacle,0.408,0.480,0.605
17557,table,0.551,0.170,0.284
17558,NO TRANSLATION,0.531,0.302,0.321
17559,nappe de table,0.480,0.165,0.215
17560,cuillerée à soupe,0.490,0.353,0.245
17561,tablette,0.562,0.330,0.438
17562,vaisselle,0.677,0.250,0.276
17563,tabloïde,0.438,0.365,0.444
17564,tabou,0.198,0.794,0.482
17565,tabulaire,0.438,0.330,0.462
17566,tabuler,0.480,0.403,0.598
17567,tabulation,0.396,0.346,0.526
17568,tachymètre,0.398,0.394,0.518
17569,tacite,0.459,0.340,0.473
17570,clouer,0.365,0.431,0.431
17571,tacle,0.365,0.686,0.569
17572,plaqué,0.438,0.612,0.569
17573,s'attaquer,0.480,0.694,0.613
17574,collant,0.245,0.490,0.373
17575,taco,0.561,0.353,0.277
17576,tact,0.550,0.417,0.417
17577,plein de tact,0.704,0.292,0.537
17578,tactique,0.531,0.434,0.798
17579,tactique,0.594,0.481,0.684
17580,tactique,0.583,0.676,0.774
17581,tactile,0.573,0.410,0.491
17582,NO TRANSLATION,0.459,0.240,0.250
17583,têtard,0.350,0.434,0.218
17584,taffetas,0.604,0.279,0.405
17585,tire,0.448,0.431,0.204
17586,marque,0.612,0.353,0.375
17587,queue,0.480,0.272,0.293
17588,à queue,0.438,0.358,0.351
17589,hayon,0.323,0.340,0.398
17590,résidus,0.439,0.311,0.446
17591,Feu arrière,0.479,0.367,0.283
17592,tailleur,0.573,0.206,0.450
17593,adaptation,0.673,0.540,0.566
17594,tuyau d'échappement,0.460,0.429,0.409
17595,entacher,0.141,0.425,0.226
17596,prendre,0.828,0.537,0.348
17597,décollage,0.755,0.884,0.626
17598,sortir,0.736,0.392,0.368
17599,prendre le contrôle,0.663,0.531,0.861
17600,preneur,0.375,0.521,0.618
17601,talc,0.500,0.196,0.291
17602,conte,0.663,0.300,0.336
17603,Talent,0.959,0.607,0.811
17604,talentueux,0.939,0.635,0.938
17605,talisman,0.704,0.542,0.642
17606,parler,0.833,0.346,0.594
17607,bavard,0.562,0.673,0.535
17608,parleur,0.500,0.604,0.552
17609,grand,0.725,0.591,0.538
17610,décomptes,0.551,0.290,0.402
17611,suif,0.344,0.283,0.290
17612,pointage,0.542,0.420,0.518
17613,talon,0.344,0.569,0.475
17614,NO TRANSLATION,0.320,0.698,0.525
17615,tambourin,0.622,0.548,0.348
17616,NO TRANSLATION,0.560,0.604,0.642
17617,dompteur,0.385,0.783,0.815
17618,apprivoisement,0.569,0.514,0.575
17619,altérer,0.184,0.802,0.545
17620,tampon,0.396,0.394,0.345
17621,bronzer,0.643,0.460,0.444
17622,tandem,0.552,0.406,0.485
17623,soie,0.594,0.383,0.340
17624,tangente,0.573,0.373,0.454
17625,mandarine,0.571,0.271,0.395
17626,tangible,0.646,0.350,0.679
17627,enchevêtrement,0.354,0.545,0.254
17628,emmêlé,0.260,0.539,0.316
17629,tango,0.622,0.560,0.430
17630,réservoir,0.431,0.454,0.634
17631,débardeur,0.610,0.371,0.371
17632,pétrolier,0.520,0.647,0.713
17633,bronzé,0.615,0.550,0.491
17634,alléchant,0.525,0.788,0.625
17635,équivalent,0.633,0.288,0.670
17636,colère,0.219,0.817,0.404
17637,taoïsme,0.490,0.250,0.456
17638,robinet,0.461,0.370,0.349
17639,ruban,0.531,0.277,0.254
17640,mètre à ruban,0.406,0.250,0.360
17641,effiler,0.541,0.410,0.415
17642,dégressif,0.344,0.380,0.237
17643,tapisserie,0.520,0.176,0.362
17644,ténia,0.357,0.334,0.331
17645,Tapioca,0.594,0.297,0.324
17646,robinets,0.448,0.378,0.409
17647,le goudron,0.438,0.440,0.570
17648,tarentule,0.260,0.718,0.544
17649,lenteur,0.296,0.452,0.260
17650,tardif,0.204,0.592,0.293
17651,cible,0.633,0.573,0.798
17652,ciblé,0.573,0.537,0.573
17653,ciblage,0.510,0.420,0.580
17654,tarif,0.459,0.402,0.491
17655,macadam,0.357,0.302,0.398
17656,ternir,0.204,0.441,0.342
17657,tarot,0.479,0.422,0.430
17658,NO TRANSLATION,0.479,0.210,0.364
17659,goudronneux,0.392,0.413,0.388
17660,Tarte,0.719,0.380,0.219
17661,tartan,0.448,0.423,0.389
17662,tartre,0.214,0.351,0.212
17663,tâche,0.550,0.353,0.500
17664,gland,0.552,0.330,0.307
17665,goût,0.802,0.406,0.465
17666,de bon goût,0.918,0.458,0.625
17667,insipide,0.146,0.196,0.148
17668,dégustation,0.781,0.603,0.600
17669,délicieux,0.959,0.786,0.555
17670,tat,0.429,0.380,0.404
17671,commère,0.417,0.530,0.434
17672,commère,0.633,0.406,0.317
17673,tatouage,0.490,0.602,0.525
17674,enseigné,0.814,0.481,0.642
17675,raillerie,0.083,0.696,0.355
17676,taupe,0.406,0.340,0.386
17677,tendu,0.432,0.704,0.457
17678,taverne,0.516,0.577,0.475
17679,clinquant,0.375,0.510,0.398
17680,fauve,0.551,0.398,0.400
17681,impôt,0.260,0.481,0.534
17682,taxé,0.255,0.456,0.500
17683,Taxi,0.542,0.362,0.430
17684,taxi,0.479,0.430,0.355
17685,taxonomie,0.370,0.410,0.630
17686,contribuable,0.592,0.528,0.647
17687,thé,0.698,0.163,0.370
17688,apprendre,0.840,0.510,0.852
17689,prof,0.760,0.404,0.885
17690,enseignement,0.822,0.444,0.736
17691,tasse à thé,0.633,0.135,0.277
17692,salon de thé,0.802,0.314,0.288
17693,sarcelle,0.540,0.293,0.321
17694,équipe,0.708,0.461,0.688
17695,NO TRANSLATION,0.673,0.453,0.536
17696,coéquipier,0.865,0.449,0.660
17697,travail en équipe,0.918,0.490,0.773
17698,théière,0.479,0.110,0.309
17699,larme,0.404,0.620,0.327
17700,en larmes,0.208,0.500,0.184
17701,NO TRANSLATION,0.926,0.740,0.455
17702,larmoyant,0.167,0.473,0.216
17703,taquiner,0.317,0.790,0.432
17704,taquin,0.510,0.558,0.534
17705,taquineries,0.235,0.725,0.352
17706,cuillère à café,0.521,0.330,0.221
17707,trayon,0.612,0.469,0.328
17708,l'heure du thé,0.847,0.159,0.339
17709,technologie,0.684,0.491,0.732
17710,technique,0.510,0.490,0.736
17711,technicité,0.632,0.471,0.661
17712,technicien,0.592,0.510,0.713
17713,technique,0.760,0.414,0.593
17714,techno,0.561,0.539,0.500
17715,technologique,0.680,0.452,0.815
17716,La technologie,0.776,0.490,0.825
17717,ted,0.712,0.453,0.336
17718,ours en peluche,0.890,0.170,0.192
17719,fastidieux,0.104,0.406,0.241
17720,ennui,0.224,0.331,0.298
17721,tee,0.459,0.373,0.377
17722,grouillant,0.582,0.550,0.727
17723,adolescent,0.729,0.531,0.568
17724,adolescent,0.667,0.673,0.558
17725,adolescent,0.781,0.593,0.527
17726,les adolescents,0.653,0.660,0.440
17727,teensy,0.520,0.427,0.347
17728,minuscule,0.427,0.418,0.216
17729,les dents,0.520,0.388,0.427
17730,dentition,0.396,0.471,0.474
17731,téflon,0.354,0.245,0.434
17732,télégramme,0.561,0.542,0.550
17733,télégraphe,0.594,0.423,0.400
17734,télékinésie,0.582,0.646,0.667
17735,télémétrie,0.460,0.382,0.611
17736,télépathique,0.602,0.490,0.642
17737,la télépathie,0.594,0.510,0.588
